strategy,samples,metrics_in,metrics_out,status,reasons
Breakout,in+out,"{'final_balance': np.float64(-81073.72946723709), 'total_return_pct': np.float64(-181.0737294672371), 'win_rate': 0.28735632183908044, 'profit_factor': np.float64(0.8359725999961565), 'max_drawdown_pct': np.float64(124.8865382638189), 'drawdown_curve': [100000.0, 100000.0, 100000.0, np.float64(118595.10478913868), np.float64(118595.10478913868), np.float64(118595.10478913868), np.float64(325790.04438575346), np.float64(99858.11452657537), np.float64(-81070.26946734183), np.float64(-81070.26946734183), np.float64(-81069.88417313746), np.float64(-81070.4669322608), np.float64(-81070.4669322608), np.float64(-81070.4669322608), np.float64(-81070.4669322608), np.float64(-81068.82665250674), np.float64(-81069.08622314244), np.float64(-81069.08622314244), np.float64(-81069.50958549867), np.float64(-81069.82191599121), np.float64(-81069.82191599121), np.float64(-81069.82191599121), np.float64(-81069.82191599121), np.float64(-81068.99335679224), np.float64(-81069.5992790754), np.float64(-81069.89347755797), np.float64(-81069.89347755797), np.float64(-81069.89347755797), np.float64(-81069.23556007528), np.float64(-81069.23556007528), np.float64(-81069.23556007528), np.float64(-81069.02949356736), np.float64(-81069.53278087435), np.float64(-81069.53278087435), np.float64(-81069.53278087435), np.float64(-81069.29253775519), np.float64(-81069.29253775519), np.float64(-81069.29253775519), np.float64(-81068.7962340683), np.float64(-81068.93945336212), np.float64(-81069.15434690863), np.float64(-81069.15434690863), np.float64(-81069.15434690863), np.float64(-81069.15434690863), np.float64(-81068.70188966), np.float64(-81068.70188966), np.float64(-81068.96970361363), np.float64(-81068.96970361363), np.float64(-81068.96970361363), np.float64(-81067.74662827532), np.float64(-81067.82234321699), np.float64(-81067.91074426215), np.float64(-81067.91074426215), np.float64(-81068.28709589047), np.float64(-81068.28709589047), np.float64(-81069.3055621511), np.float64(-81069.3055621511), np.float64(-81069.3055621511), np.float64(-81068.93360935607), np.float64(-81069.23692626433), np.float64(-81069.23692626433), np.float64(-81069.23692626433), np.float64(-81069.23692626433), np.float64(-81066.8796589715), np.float64(-81067.19698225916), np.float64(-81067.19698225916), np.float64(-81067.39196971984), np.float64(-81067.60335880518), np.float64(-81068.00115883349), np.float64(-81068.00115883349), np.float64(-81068.77399199123), np.float64(-81069.46640900763), np.float64(-81070.02896439847), np.float64(-81070.02896439847), np.float64(-81070.02896439847), np.float64(-81069.50533491305), np.float64(-81069.98390162013), np.float64(-81070.14230431514), np.float64(-81070.14230431514), np.float64(-81070.42483767896), np.float64(-81070.82663767338), np.float64(-81070.90761902291), np.float64(-81070.90761902291), np.float64(-81071.71898084215), np.float64(-81071.71898084215), np.float64(-81072.26458312283), np.float64(-81072.26458312283), np.float64(-81073.57714082673), np.float64(-81073.57714082673), np.float64(-81073.57714082673), np.float64(-81072.63699724662), np.float64(-81073.37900359095), np.float64(-81073.37900359095), np.float64(-81073.71959336528), np.float64(-81074.0525437875), np.float64(-81074.49310740746), np.float64(-81074.69549877668), np.float64(-81075.06756533372), np.float64(-81075.06756533372), np.float64(-81074.98471351682), np.float64(-81075.7537914285), np.float64(-81076.14138321942), np.float64(-81076.19359098744), np.float64(-81076.19359098744), np.float64(-81076.19359098744), np.float64(-81076.68180031302), np.float64(-81076.88055774634), np.float64(-81076.88055774634), np.float64(-81077.24421245366), np.float64(-81077.47795130036), np.float64(-81077.60938771704), np.float64(-81077.60938771704), np.float64(-81077.60938771704), np.float64(-81077.60938771704), np.float64(-81077.67921044155), np.float64(-81077.67921044155), np.float64(-81077.67921044155), np.float64(-81077.25551113156), np.float64(-81077.61078841685), np.float64(-81077.64474224727), np.float64(-81077.73076682491), np.float64(-81077.86405577313), np.float64(-81077.86405577313), np.float64(-81077.86405577313), np.float64(-81077.86405577313), np.float64(-81077.86405577313), np.float64(-81077.86405577313), np.float64(-81077.21924304377), np.float64(-81077.21924304377), np.float64(-81077.21924304377), np.float64(-81076.52229969068), np.float64(-81076.52229969068), np.float64(-81076.52229969068), np.float64(-81076.52229969068), np.float64(-81076.52229969068), np.float64(-81076.52229969068), np.float64(-81075.02647519576), np.float64(-81075.02647519576), np.float64(-81075.0992850664), np.float64(-81075.4281242689), np.float64(-81075.4281242689), np.float64(-81075.4281242689), np.float64(-81075.4281242689), np.float64(-81074.66671768879), np.float64(-81075.10289393176), np.float64(-81075.47043447236), np.float64(-81075.47043447236), np.float64(-81075.54427680909), np.float64(-81075.54427680909), np.float64(-81075.54427680909), np.float64(-81075.77296946477), np.float64(-81076.06251574909), np.float64(-81076.06251574909), np.float64(-81076.06251574909), np.float64(-81076.06251574909), np.float64(-81074.827878687), np.float64(-81075.04224452325), np.float64(-81075.04224452325), np.float64(-81075.39714829024), np.float64(-81075.94783287468), np.float64(-81075.94783287468), np.float64(-81075.83047335949), np.float64(-81076.07467773392), np.float64(-81076.07467773392), np.float64(-81076.07467773392), np.float64(-81076.07467773392), np.float64(-81073.99164680993), np.float64(-81073.99164680993), np.float64(-81073.72946723709)], 'sharpe_like': np.float64(-0.05407461032444861), 'trades': 87, 'average_win': np.float64(0.7636980208796585), 'average_loss': np.float64(-0.3683646453916275), 'average_risk_reward': np.float64(2.073212047990468), 'largest_losing_streak': 0, 'best_trade': np.float64(2.3572672928227716), 'worst_trade': np.float64(-1.31255770390357), 'monthly_returns': {'2025-04': np.float64(0.18595104789138683), '2025-05': np.float64(-0.7582776633048682), '2025-06': np.float64(-2.5848579461802862e-05), '2025-07': np.float64(9.249379651036004e-05), '2025-08': np.float64(3.1128307955228894e-05), '2025-09': np.float64(-2.6850872973381204e-05), '2025-10': np.float64(-1.6191883415752143e-05)}}","{'final_balance': np.float64(-27178.88083662723), 'total_return_pct': np.float64(-127.17888083662723), 'win_rate': 0.36363636363636365, 'profit_factor': np.float64(1.6406958372263791), 'max_drawdown_pct': np.float64(117.29032823731612), 'drawdown_curve': [100000.0, 100000.0, 100000.0, 100000.0, np.float64(157241.22306947096), np.float64(36567.87670378847), np.float64(-27185.147588969965), np.float64(-27185.147588969965), np.float64(-27185.066508294578), np.float64(-27185.08794561521), np.float64(-27185.186963343767), np.float64(-27185.186963343767), np.float64(-27185.211091463338), np.float64(-27186.117248638708), np.float64(-27186.117248638708), np.float64(-27186.117248638708), np.float64(-27186.117248638708), np.float64(-27185.13897720942), np.float64(-27185.13897720942), np.float64(-27185.13897720942), np.float64(-27184.87794366218), np.float64(-27184.902065972336), np.float64(-27184.902065972336), np.float64(-27184.902065972336), np.float64(-27184.902065972336), np.float64(-27184.902065972336), np.float64(-27184.6556038176), np.float64(-27184.849025952655), np.float64(-27184.849025952655), np.float64(-27184.83193444822), np.float64(-27184.83193444822), np.float64(-27184.83193444822), np.float64(-27184.83193444822), np.float64(-27184.83193444822), np.float64(-27183.195778229518), np.float64(-27183.195778229518), np.float64(-27184.178488065918), np.float64(-27184.564003447318), np.float64(-27185.230878791244), np.float64(-27185.230878791244), np.float64(-27186.114547780424), np.float64(-27186.156428875234), np.float64(-27186.156428875234), np.float64(-27186.759441294915), np.float64(-27187.523593081944), np.float64(-27187.523593081944), np.float64(-27187.523593081944), np.float64(-27186.97739338465), np.float64(-27186.97739338465), np.float64(-27186.97739338465), np.float64(-27186.97739338465), np.float64(-27186.97739338465), np.float64(-27186.97739338465), np.float64(-27185.403815888407), np.float64(-27185.70935051143), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27185.780808689888), np.float64(-27181.97100805965), np.float64(-27182.591977859764), np.float64(-27182.591977859764), np.float64(-27182.591977859764), np.float64(-27182.591977859764), np.float64(-27182.591977859764), np.float64(-27180.44923107517), np.float64(-27180.44923107517), np.float64(-27180.44923107517), np.float64(-27178.461950964673), np.float64(-27178.674973041998), np.float64(-27178.81196041742), np.float64(-27178.88083662723)], 'sharpe_like': np.float64(-0.40494099951073953), 'trades': 33, 'average_win': np.float64(1.1304921969998067), 'average_loss': np.float64(-0.39373266298695053), 'average_risk_reward': np.float64(2.871217715146164), 'largest_losing_streak': 0, 'best_trade': np.float64(3.8098006302378984), 'worst_trade': np.float64(-0.9827098364011393), 'monthly_returns': {'2026-01': np.float64(-1.9384537844978889), '2026-02': np.float64(1.846274283511055e-05), '2026-03': np.float64(-0.00023995699042730096)}}",rejected,"max_drawdown_too_high, out_of_sample_failed"
